dataset,filename,path,width,height,status
TBX11K,s4065.png,data/raw/TBX11K/imgs/sick/s4065.png,512,512,OK
TBX11K,s0203.png,data/raw/TBX11K/imgs/sick/s0203.png,512,512,OK
TBX11K,s0565.png,data/raw/TBX11K/imgs/sick/s0565.png,512,512,OK
TBX11K,s2372.png,data/raw/TBX11K/imgs/sick/s2372.png,512,512,OK
TBX11K,s3087.png,data/raw/TBX11K/imgs/sick/s3087.png,512,512,OK
TBX11K,s2399.png,data/raw/TBX11K/imgs/sick/s2399.png,512,512,OK
TBX11K,s1848.png,data/raw/TBX11K/imgs/sick/s1848.png,512,512,OK
TBX11K,s3939.png,data/raw/TBX11K/imgs/sick/s3939.png,512,512,OK
TBX11K,s3093.png,data/raw/TBX11K/imgs/sick/s3093.png,512,512,OK
TBX11K,s1874.png,data/raw/TBX11K/imgs/sick/s1874.png,512,512,OK
TBX11K,s3911.png,data/raw/TBX11K/imgs/sick/s3911.png,512,512,OK
TBX11K,s1727.png,data/raw/TBX11K/imgs/sick/s1727.png,512,512,OK
TBX11K,s0439.png,data/raw/TBX11K/imgs/sick/s0439.png,512,512,OK
TBX11K,s3130.png,data/raw/TBX11K/imgs/sick/s3130.png,512,512,OK
TBX11K,s4887.png,data/raw/TBX11K/imgs/sick/s4887.png,512,512,OK
TBX11K,s2548.png,data/raw/TBX11K/imgs/sick/s2548.png,512,512,OK
TBX11K,s4139.png,data/raw/TBX11K/imgs/sick/s4139.png,512,512,OK
TBX11K,s3656.png,data/raw/TBX11K/imgs/sick/s3656.png,512,512,OK
TBX11K,s3642.png,data/raw/TBX11K/imgs/sick/s3642.png,512,512,OK
TBX11K,s4663.png,data/raw/TBX11K/imgs/sick/s4663.png,512,512,OK
TBX11K,s2212.png,data/raw/TBX11K/imgs/sick/s2212.png,512,512,OK
TBX11K,s0405.png,data/raw/TBX11K/imgs/sick/s0405.png,512,512,OK
TBX11K,s0363.png,data/raw/TBX11K/imgs/sick/s0363.png,512,512,OK
TBX11K,s4105.png,data/raw/TBX11K/imgs/sick/s4105.png,512,512,OK
TBX11K,s2560.png,data/raw/TBX11K/imgs/sick/s2560.png,512,512,OK
TBX11K,s4111.png,data/raw/TBX11K/imgs/sick/s4111.png,512,512,OK
TBX11K,s1069.png,data/raw/TBX11K/imgs/sick/s1069.png,512,512,OK
TBX11K,s0411.png,data/raw/TBX11K/imgs/sick/s0411.png,512,512,OK
TBX11K,s3118.png,data/raw/TBX11K/imgs/sick/s3118.png,512,512,OK
TBX11K,s2206.png,data/raw/TBX11K/imgs/sick/s2206.png,512,512,OK
TBX11K,s4844.png,data/raw/TBX11K/imgs/sick/s4844.png,512,512,OK
TBX11K,s1082.png,data/raw/TBX11K/imgs/sick/s1082.png,512,512,OK
TBX11K,s3681.png,data/raw/TBX11K/imgs/sick/s3681.png,512,512,OK
TBX11K,s3859.png,data/raw/TBX11K/imgs/sick/s3859.png,512,512,OK
TBX11K,s1096.png,data/raw/TBX11K/imgs/sick/s1096.png,512,512,OK
TBX11K,s1928.png,data/raw/TBX11K/imgs/sick/s1928.png,512,512,OK
TBX11K,s4850.png,data/raw/TBX11K/imgs/sick/s4850.png,512,512,OK
TBX11K,s4688.png,data/raw/TBX11K/imgs/sick/s4688.png,512,512,OK
TBX11K,s1900.png,data/raw/TBX11K/imgs/sick/s1900.png,512,512,OK
TBX11K,s4878.png,data/raw/TBX11K/imgs/sick/s4878.png,512,512,OK
TBX11K,s3871.png,data/raw/TBX11K/imgs/sick/s3871.png,512,512,OK
TBX11K,s3865.png,data/raw/TBX11K/imgs/sick/s3865.png,512,512,OK
TBX11K,s1243.png,data/raw/TBX11K/imgs/sick/s1243.png,512,512,OK
TBX11K,s3454.png,data/raw/TBX11K/imgs/sick/s3454.png,512,512,OK
TBX11K,s2992.png,data/raw/TBX11K/imgs/sick/s2992.png,512,512,OK
TBX11K,s3332.png,data/raw/TBX11K/imgs/sick/s3332.png,512,512,OK
